Join_Count,TARGET_FID,JOIN_FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GEOID_AFF2,Shape_Leng,Shape_Area,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,GEOID_AF_1,Shape_Le_1,Shape_Ar_1
1,1,5,09,001,030300,09001030300,303,Census Tract 303,G5020,S,8268946.00000000000,5919424.00000000000,+41.0563491,-073.4736510,1400000US09001030300,17680.23682070000,14188874.01860000000,09,001,18850,00213416,0900118850,Darien,Darien town,43,T1,G4040,720,71950,,A,32777323.00000000000,28024048.00000000000,+41.0521498,-073.4797138,0600000US0900118850,39306.93720070000,60803610.04810000000
1,2,10,09,001,035300,09001035300,353,Census Tract 353,G5020,S,13442741.00000000000,46233.00000000000,+41.1215292,-073.4784315,1400000US09001035300,21234.77012550000,13489198.13650000000,09,001,50580,00213468,0900150580,New Canaan,New Canaan town,43,T1,G4040,720,71950,,A,57484075.00000000000,851634.00000000000,+41.1610538,-073.5011837,0600000US0900150580,32975.45958140000,58336241.54030000000
1,3,8,09,001,011000,09001011000,110,Census Tract 110,G5020,S,4449326.00000000000,3865378.00000000000,+41.0122609,-073.5766968,1400000US09001011000,15657.58425390000,8315090.68004000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,4,5,09,001,030100,09001030100,301,Census Tract 301,G5020,S,11024824.00000000000,27898.00000000000,+41.1006634,-073.4881986,1400000US09001030100,16685.81203030000,11052978.16410000000,09,001,18850,00213416,0900118850,Darien,Darien town,43,T1,G4040,720,71950,,A,32777323.00000000000,28024048.00000000000,+41.0521498,-073.4797138,0600000US0900118850,39306.93720070000,60803610.04810000000
1,5,5,09,001,030200,09001030200,302,Census Tract 302,G5020,S,4579450.00000000000,45867.00000000000,+41.0854982,-073.4644649,1400000US09001030200,11414.07298100000,4625438.73923000000,09,001,18850,00213416,0900118850,Darien,Darien town,43,T1,G4040,720,71950,,A,32777323.00000000000,28024048.00000000000,+41.0521498,-073.4797138,0600000US0900118850,39306.93720070000,60803610.04810000000
1,6,5,09,001,030400,09001030400,304,Census Tract 304,G5020,S,3552882.00000000000,0.00000000000,+41.0670034,-073.4899354,1400000US09001030400,9977.54448544000,3552995.09330000000,09,001,18850,00213416,0900118850,Darien,Darien town,43,T1,G4040,720,71950,,A,32777323.00000000000,28024048.00000000000,+41.0521498,-073.4797138,0600000US0900118850,39306.93720070000,60803610.04810000000
1,7,5,09,001,030500,09001030500,305,Census Tract 305,G5020,S,5351221.00000000000,5422.00000000000,+41.0808098,-073.5000669,1400000US09001030500,11344.93101860000,5356797.28897000000,09,001,18850,00213416,0900118850,Darien,Darien town,43,T1,G4040,720,71950,,A,32777323.00000000000,28024048.00000000000,+41.0521498,-073.4797138,0600000US0900118850,39306.93720070000,60803610.04810000000
1,8,6,09,001,105100,09001105100,1051,Census Tract 1051,G5020,S,31837542.00000000000,1272596.00000000000,+41.2338658,-073.3085559,1400000US09001105100,36722.42046720000,33109877.82440000000,09,001,23890,00213427,0900123890,Easton,Easton town,43,T1,G4040,720,71950,,A,71013698.00000000000,3217796.00000000000,+41.2649447,-073.3004792,0600000US0900123890,45011.84961020000,74230631.51320000000
1,9,6,09,001,105200,09001105200,1052,Census Tract 1052,G5020,S,39176156.00000000000,1945200.00000000000,+41.2806799,-073.2995681,1400000US09001105200,34313.18703150000,41120753.68890000000,09,001,23890,00213427,0900123890,Easton,Easton town,43,T1,G4040,720,71950,,A,71013698.00000000000,3217796.00000000000,+41.2649447,-073.3004792,0600000US0900123890,45011.84961020000,74230631.51320000000
1,10,7,09,001,060100,09001060100,601,Census Tract 601,G5020,S,3985964.00000000000,0.00000000000,+41.2140780,-073.2415497,1400000US09001060100,9894.41536075000,3985955.20332000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,11,7,09,001,060200,09001060200,602,Census Tract 602,G5020,S,4052924.00000000000,116565.00000000000,+41.2154643,-073.2558653,1400000US09001060200,11997.18073490000,4169484.84128000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,12,7,09,001,060300,09001060300,603,Census Tract 603,G5020,S,11682426.00000000000,945826.00000000000,+41.2019057,-073.2742566,1400000US09001060300,16332.08352940000,12628245.10890000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,13,7,09,001,060400,09001060400,604,Census Tract 604,G5020,S,22385490.00000000000,0.00000000000,+41.1853604,-073.3058106,1400000US09001060400,19580.20989440000,22385558.36650000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,14,7,09,001,060500,09001060500,605,Census Tract 605,G5020,S,5465011.00000000000,17867.00000000000,+41.1485353,-073.2878432,1400000US09001060500,12961.85284610000,5482930.93328000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,15,7,09,001,060600,09001060600,606,Census Tract 606,G5020,S,3085245.00000000000,379633.00000000000,+41.1370378,-073.2877829,1400000US09001060600,9353.73328697000,3464931.61453000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,16,23,09,001,045300,09001045300,453,Census Tract 453,G5020,S,7004135.00000000000,33258.00000000000,+41.1668727,-073.4382336,1400000US09001045300,12808.84596340000,7037439.08173000000,09,001,86370,00213535,0900186370,Wilton,Wilton town,43,T1,G4040,720,71950,,A,69424550.00000000000,1276093.00000000000,+41.2065319,-073.4376073,0600000US0900186370,36098.14462330000,70700562.38870000000
1,17,23,09,001,045400,09001045400,454,Census Tract 454,G5020,S,7740216.00000000000,36965.00000000000,+41.1810574,-073.4044543,1400000US09001045400,14030.02115780000,7777212.27232000000,09,001,86370,00213535,0900186370,Wilton,Wilton town,43,T1,G4040,720,71950,,A,69424550.00000000000,1276093.00000000000,+41.2065319,-073.4376073,0600000US0900186370,36098.14462330000,70700562.38870000000
1,18,12,09,001,230502,09001230502,2305.02,Census Tract 2305.02,G5020,S,26873927.00000000000,123784.00000000000,+41.3852384,-073.2517101,1400000US09001230502,27561.68805650000,26996982.99890000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,19,12,09,001,230501,09001230501,2305.01,Census Tract 2305.01,G5020,S,20061038.00000000000,1281724.00000000000,+41.4114348,-073.2120607,1400000US09001230501,23543.67726580000,21342149.02170000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,20,4,09,001,210702,09001210702,2107.02,Census Tract 2107.02,G5020,S,1573700.00000000000,0.00000000000,+41.3887855,-073.4720465,1400000US09001210702,6081.30420719000,1573657.96184000000,09,001,18500,00213415,0900118500,Danbury,Danbury town,43,T5,G4040,720,72850,,C,108499386.00000000000,5829369.00000000000,+41.4018389,-073.4722848,0600000US0900118500,47247.78814020000,114325535.57100000000
1,21,4,09,001,210701,09001210701,2107.01,Census Tract 2107.01,G5020,S,1246650.00000000000,0.00000000000,+41.3968678,-073.4662497,1400000US09001210701,6002.90321487000,1246616.52920000000,09,001,18500,00213415,0900118500,Danbury,Danbury town,43,T5,G4040,720,72850,,C,108499386.00000000000,5829369.00000000000,+41.4018389,-073.4722848,0600000US0900118500,47247.78814020000,114325535.57100000000
1,22,2,09,001,257200,09001257200,2572,Census Tract 2572,G5020,S,1553445.00000000000,39629.00000000000,+41.1951357,-073.1939188,1400000US09001257200,6858.44893627000,1593077.70971000000,09,001,08070,00213396,0900108070,Bridgeport,Bridgeport town,43,T5,G4040,720,71950,,C,41372169.00000000000,8719037.00000000000,+41.1873858,-073.1957339,0600000US0900108070,35556.40027900000,50091343.09400000000
1,23,7,09,001,060700,09001060700,607,Census Tract 607,G5020,S,5305465.00000000000,74087.00000000000,+41.1578667,-073.2638592,1400000US09001060700,11342.69812090000,5379605.39978000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,24,7,09,001,060800,09001060800,608,Census Tract 608,G5020,S,1423731.00000000000,0.00000000000,+41.1591524,-073.2475549,1400000US09001060800,6150.59298032000,1423745.88927000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,25,7,09,001,060900,09001060900,609,Census Tract 609,G5020,S,1496123.00000000000,0.00000000000,+41.1707987,-073.2510189,1400000US09001060900,4975.39574259000,1496133.11882000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,26,7,09,001,061000,09001061000,610,Census Tract 610,G5020,S,3329735.00000000000,0.00000000000,+41.1832753,-073.2468661,1400000US09001061000,9618.15629455000,3329747.87491000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,27,7,09,001,061100,09001061100,611,Census Tract 611,G5020,S,2707029.00000000000,0.00000000000,+41.1927942,-073.2267686,1400000US09001061100,7172.51295899000,2707031.93637000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,28,7,09,001,061200,09001061200,612,Census Tract 612,G5020,S,791389.00000000000,0.00000000000,+41.1806702,-073.2283368,1400000US09001061200,4907.25812679000,791392.96609300000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,29,7,09,001,061300,09001061300,613,Census Tract 613,G5020,S,1250144.00000000000,0.00000000000,+41.1746370,-073.2353255,1400000US09001061300,5200.78022944000,1250149.79324000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,30,7,09,001,061400,09001061400,614,Census Tract 614,G5020,S,1615559.00000000000,0.00000000000,+41.1655436,-073.2345189,1400000US09001061400,7041.50191477000,1615571.79143000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,31,7,09,001,061500,09001061500,615,Census Tract 615,G5020,S,3644081.00000000000,540615.00000000000,+41.1438395,-073.2413456,1400000US09001061500,11682.66024860000,4184744.00245000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,32,7,09,001,061600,09001061600,616,Census Tract 616,G5020,S,5227331.00000000000,1752456.00000000000,+41.1286860,-073.2653630,1400000US09001061600,11263.27025560000,6979898.91774000000,09,001,26620,00213429,0900126620,Fairfield,Fairfield town,43,T1,G4040,720,71950,,A,77447647.00000000000,3827049.00000000000,+41.1759399,-073.2720460,0600000US0900126620,43249.10978970000,81275127.75790000000
1,33,8,09,001,010101,09001010101,101.01,Census Tract 101.01,G5020,S,32747439.00000000000,234754.00000000000,+41.0840876,-073.6820227,1400000US09001010101,27398.48044140000,32983117.07870000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,34,8,09,001,010102,09001010102,101.02,Census Tract 101.02,G5020,S,32581821.00000000000,1450823.00000000000,+41.1049792,-073.6419060,1400000US09001010102,25471.02798960000,34033408.36490000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,35,8,09,001,010201,09001010201,102.01,Census Tract 102.01,G5020,S,11253122.00000000000,146909.00000000000,+41.0642033,-073.6202370,1400000US09001010201,18764.67223170000,11400419.39830000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,36,8,09,001,010202,09001010202,102.02,Census Tract 102.02,G5020,S,9741256.00000000000,148851.00000000000,+41.0691294,-073.5922956,1400000US09001010202,15914.27317000000,9890427.52428000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,37,8,09,001,010300,09001010300,103,Census Tract 103,G5020,S,9607989.00000000000,37010.00000000000,+41.0370267,-073.6406041,1400000US09001010300,16754.21732470000,9645384.22180000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,38,8,09,001,010400,09001010400,104,Census Tract 104,G5020,S,2698094.00000000000,46107.00000000000,+41.0245130,-073.6585267,1400000US09001010400,7422.09811068000,2744324.38935000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,39,8,09,001,010500,09001010500,105,Census Tract 105,G5020,S,1816656.00000000000,1262.00000000000,+41.0163931,-073.6422719,1400000US09001010500,7551.99019613000,1818007.19813000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,40,8,09,001,010600,09001010600,106,Census Tract 106,G5020,S,883182.00000000000,0.00000000000,+41.0285090,-073.6263677,1400000US09001010600,4597.54410397000,883218.90064000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,41,8,09,001,010700,09001010700,107,Census Tract 107,G5020,S,1855238.00000000000,87319.00000000000,+41.0310969,-073.6143505,1400000US09001010700,5781.03020894000,1942640.35839000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,42,8,09,001,010800,09001010800,108,Census Tract 108,G5020,S,1945195.00000000000,204895.00000000000,+41.0390777,-073.5997680,1400000US09001010800,8765.31912053000,2150180.82543000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,43,8,09,001,010900,09001010900,109,Census Tract 109,G5020,S,2574768.00000000000,120189.00000000000,+41.0495834,-073.5772267,1400000US09001010900,6712.15331177000,2695059.67480000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,44,8,09,001,011100,09001011100,111,Census Tract 111,G5020,S,4379450.00000000000,1976298.00000000000,+41.0248222,-073.5884455,1400000US09001011100,11237.57543650000,6356034.06182000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,45,8,09,001,011200,09001011200,112,Census Tract 112,G5020,S,4882939.00000000000,5052669.00000000000,+41.0142155,-073.6195108,1400000US09001011200,14560.65284400000,9936085.16803000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,46,8,09,001,011300,09001011300,113,Census Tract 113,G5020,S,1924085.00000000000,6852661.00000000000,+40.9829746,-073.6261261,1400000US09001011300,16601.63973900000,8777233.61679000000,09,001,33620,00213435,0900133620,Greenwich,Greenwich town,43,T1,G4040,720,71950,,A,123340560.00000000000,50949017.00000000000,+41.0434601,-073.6284133,0600000US0900133620,56780.31549890000,174296342.96700000000
1,47,9,09,001,100100,09001100100,1001,Census Tract 1001,G5020,S,20669494.00000000000,26341.00000000000,+41.3189897,-073.2612547,1400000US09001100100,24764.59343090000,20695429.70870000000,09,001,48620,00213463,0900148620,Monroe,Monroe town,43,T1,G4040,720,71950,,A,67527745.00000000000,519191.00000000000,+41.3392358,-073.2228275,0600000US0900148620,39907.14953890000,68045446.89440000000
1,48,9,09,001,100200,09001100200,1002,Census Tract 1002,G5020,S,16372052.00000000000,66768.00000000000,+41.3221140,-073.2183997,1400000US09001100200,18651.57427120000,16438485.43240000000,09,001,48620,00213463,0900148620,Monroe,Monroe town,43,T1,G4040,720,71950,,A,67527745.00000000000,519191.00000000000,+41.3392358,-073.2228275,0600000US0900148620,39907.14953890000,68045446.89440000000
1,49,9,09,001,100300,09001100300,1003,Census Tract 1003,G5020,S,30486199.00000000000,426082.00000000000,+41.3521958,-073.2023287,1400000US09001100300,30270.33602230000,30911531.75330000000,09,001,48620,00213463,0900148620,Monroe,Monroe town,43,T1,G4040,720,71950,,A,67527745.00000000000,519191.00000000000,+41.3392358,-073.2228275,0600000US0900148620,39907.14953890000,68045446.89440000000
1,50,16,09,001,110500,09001110500,1105,Census Tract 1105,G5020,S,13472642.00000000000,74148.00000000000,+41.3114946,-073.1658444,1400000US09001110500,20930.72896110000,13546534.84160000000,09,001,68170,00213504,0900168170,Shelton,Shelton town,43,T5,G4040,720,71950,,C,79320157.00000000000,3307178.00000000000,+41.3045153,-073.1390410,0600000US0900168170,41540.65842440000,82625868.27770000000
1,51,10,09,001,035100,09001035100,351,Census Tract 351,G5020,S,6569589.00000000000,14138.00000000000,+41.1435280,-073.4935850,1400000US09001035100,14897.70550110000,6583807.01582000000,09,001,50580,00213468,0900150580,New Canaan,New Canaan town,43,T1,G4040,720,71950,,A,57484075.00000000000,851634.00000000000,+41.1610538,-073.5011837,0600000US0900150580,32975.45958140000,58336241.54030000000
1,52,10,09,001,035200,09001035200,352,Census Tract 352,G5020,S,17400726.00000000000,508352.00000000000,+41.1683926,-073.5185751,1400000US09001035200,19816.17322530000,17909186.97810000000,09,001,50580,00213468,0900150580,New Canaan,New Canaan town,43,T1,G4040,720,71950,,A,57484075.00000000000,851634.00000000000,+41.1610538,-073.5011837,0600000US0900150580,32975.45958140000,58336241.54030000000
1,53,10,09,001,035400,09001035400,354,Census Tract 354,G5020,S,20071019.00000000000,282911.00000000000,+41.1720500,-073.4830178,1400000US09001035400,22934.25961670000,20354049.40990000000,09,001,50580,00213468,0900150580,New Canaan,New Canaan town,43,T1,G4040,720,71950,,A,57484075.00000000000,851634.00000000000,+41.1610538,-073.5011837,0600000US0900150580,32975.45958140000,58336241.54030000000
1,54,11,09,001,220100,09001220100,2201,Census Tract 2201,G5020,S,10991122.00000000000,341156.00000000000,+41.4590130,-073.5241055,1400000US09001220100,19831.51507910000,11331914.45060000000,09,001,50860,00213469,0900150860,New Fairfield,New Fairfield town,43,T1,G4040,720,72850,,A,52944492.00000000000,12204578.00000000000,+41.4820807,-073.4876199,0600000US0900150860,37619.56149520000,65146931.77720000000
1,55,11,09,001,220200,09001220200,2202,Census Tract 2202,G5020,S,30753239.00000000000,506361.00000000000,+41.5046149,-073.4943316,1400000US09001220200,29823.21408570000,31258564.86950000000,09,001,50860,00213469,0900150860,New Fairfield,New Fairfield town,43,T1,G4040,720,72850,,A,52944492.00000000000,12204578.00000000000,+41.4820807,-073.4876199,0600000US0900150860,37619.56149520000,65146931.77720000000
1,56,12,09,001,230100,09001230100,2301,Census Tract 2301,G5020,S,39831739.00000000000,1658180.00000000000,+41.4351402,-073.3117002,1400000US09001230100,36076.05816340000,41488640.73880000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,57,12,09,001,230300,09001230300,2303,Census Tract 2303,G5020,S,20728354.00000000000,527820.00000000000,+41.3946473,-073.3395215,1400000US09001230300,22425.49908630000,21255579.78750000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,58,12,09,001,230400,09001230400,2304,Census Tract 2304,G5020,S,35865396.00000000000,58145.00000000000,+41.3591857,-073.3039294,1400000US09001230400,29372.07102360000,35922673.15590000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,59,12,09,001,230200,09001230200,2302,Census Tract 2302,G5020,S,5974692.00000000000,0.00000000000,+41.4119079,-073.3119625,1400000US09001230200,11015.54114240000,5974514.65152000000,09,001,52980,00213475,0900152980,Newtown,Newtown town,43,T1,G4040,720,71950,,A,149335146.00000000000,3649653.00000000000,+41.3980947,-073.2931691,0600000US0900152980,57275.67288610000,152980540.35400000000
1,60,13,09,001,042500,09001042500,425,Census Tract 425,G5020,S,6205218.00000000000,38740.00000000000,+41.1567648,-073.3999250,1400000US09001042500,11283.28561340000,6244019.05155000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,61,13,09,001,042600,09001042600,426,Census Tract 426,G5020,S,2940189.00000000000,0.00000000000,+41.1370433,-073.3901099,1400000US09001042600,8716.40831179000,2940228.63826000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,62,13,09,001,042700,09001042700,427,Census Tract 427,G5020,S,4225266.00000000000,62828.00000000000,+41.1472674,-073.4208933,1400000US09001042700,10612.02399920000,4288144.38712000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,63,13,09,001,042800,09001042800,428,Census Tract 428,G5020,S,2440424.00000000000,20942.00000000000,+41.1297488,-073.4094500,1400000US09001042800,7447.55782701000,2461401.42684000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,64,13,09,001,042900,09001042900,429,Census Tract 429,G5020,S,3822144.00000000000,6270.00000000000,+41.1478897,-073.4440317,1400000US09001042900,10924.05483530000,3828460.91824000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,65,13,09,001,043000,09001043000,430,Census Tract 430,G5020,S,3005907.00000000000,36860.00000000000,+41.1327203,-073.4401343,1400000US09001043000,7559.86561316000,3042815.86486000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,66,13,09,001,043100,09001043100,431,Census Tract 431,G5020,S,6637908.00000000000,58520.00000000000,+41.1123414,-073.4586879,1400000US09001043100,12523.14815510000,6696572.82718000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,67,13,09,001,043200,09001043200,432,Census Tract 432,G5020,S,2764477.00000000000,11056.00000000000,+41.1166007,-073.4415913,1400000US09001043200,8601.28388485000,2775586.47058000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,68,13,09,001,043300,09001043300,433,Census Tract 433,G5020,S,1233000.00000000000,31835.00000000000,+41.1221499,-073.4306002,1400000US09001043300,5442.91025508000,1264853.96302000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,69,13,09,001,043400,09001043400,434,Census Tract 434,G5020,S,1358852.00000000000,6400.00000000000,+41.1269264,-073.4195177,1400000US09001043400,5797.34629664000,1365277.18747000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
1,70,13,09,001,043500,09001043500,435,Census Tract 435,G5020,S,1833330.00000000000,0.00000000000,+41.1203901,-073.3893420,1400000US09001043500,5952.14876144000,1833365.31597000000,09,001,56060,00213481,0900156060,Norwalk,Norwalk town,43,T5,G4040,720,71950,,C,59207053.00000000000,34948109.00000000000,+41.0927388,-073.4197955,0600000US0900156060,45291.66226980000,94157573.11210000000
